1	3.1714220023
2	3.0865032651
3	2.9850242578
4	3.1067174375
5	3.2281006285
6	3.4486636932
7	3.5261278236
8	3.5760729036
9	3.6216195716
10	3.6297714260
11	3.6498071381
12	3.7043280924
13	3.8822114975
14	3.9200027132
15	4.0184763521
16	4.0767175670
17	4.1171568697
18	4.1966440326
19	4.3009199034
20	4.3375357914
21	4.4034173133
22	4.4583548671
23	4.5212222769
24	4.6205848659
25	4.6328996238
26	4.6623087225
27	4.7432375333
28	4.7553630128
29	4.8057397765
30	4.8353753660
31	4.8624502129
32	4.8845909105
33	4.9114371552
34	4.9659119247
35	4.9972929397
36	5.0309890282
37	5.0495193588
38	5.0962997094
39	5.1162295573
40	5.1252983619
41	5.1585330373
42	5.1920652753
43	5.2472088559
44	5.2647857951
45	5.2870806131
46	5.2986909007
47	5.3543305096
48	5.3776324491
49	5.4006090522
50	5.4800151069
51	5.5132993395
52	5.5308845792
53	5.5313772245
54	5.5492688512
55	5.5594624510
56	5.5660985626
57	5.5763309781
58	5.5864707026
59	5.6082921527
60	5.6365944527
61	5.6529442724
62	5.6626366766
63	5.6826392811
64	5.6960718710
65	5.7185218156
66	5.7400091591
67	5.7576454872
68	5.7721071050
69	5.7749676530
70	5.7855903371
71	5.8031346449
72	5.8267258414
73	5.8424402382
74	5.8495801910
75	5.8551484452
76	5.8579747222
77	5.8719993348
78	5.8790821627
79	5.8882374214
80	5.8889060052
81	5.8913420931
82	5.9087730151
83	5.9151903230
84	5.9174933526
85	5.9462497155
86	5.9520220569
87	5.9698163173
88	5.9772262571
89	5.9878282786
90	6.0007136105
91	6.0198261914
92	6.0242562179
93	6.0313220875
94	6.0362931709
95	6.0559538279
96	6.0616151567
97	6.0651455787
98	6.0713343810
99	6.0741584891
100	6.1090303517
