-11.129	-1.3827	352.2	-0.070544
-1.0746	-6.6939	106.2	0
-3.4966	-8.8459	143	0
-0.20782	-7.4918	145.6	0
-2.7977	-10.385	207.5	0
-0.78549	-9.3019	181.2	0
-14.049	-0.99612	407	-0.15167
-15.74	-3.5669	368.2	-0.34703
-10.845	-0.63758	426.5	-0.72703
-2.9611	-10.171	326.4	-0.0088623
-4.4538	-6.7757	333.3	-0.1337
-2.237	-10.348	336.4	-0.0304
-2.4799	-7.3088	172.5	-0.0085
-5.2779	-7.3143	259.8	-0.11396
-9.88	-3.6328	275.8	-0.19297
-3.552	-0.22001	434.8	-3.6082
-2.8624	-1.3363	400.4	-6.3677
-6.6864	-2.6164	358.5	-0.096294
-0.44086	-8.9249	217.1	0
-6.5158	-3.7293	310.5	-0.11271
-12.122	-0.9313	419.5	-0.074584
-19.985	-0.81918	405	-0.25337
-10.847	-3.2619	253.4	-0.17187
-6.3593	-0.41399	429.6	-1.1022
-18.987	-1.5039	282.6	-0.11052
-0.22143	-3.307	55.2	0
-5.3635	-2.7093	340.4	-0.01918
-12.194	-1.9744	361	-0.22988
8.4943	-1.554	434.8	-3.5408
-4.1802	-0.2517	425.6	-2.9865
4.0508	-1.2438	383.8	-8.0514
-8.2767	-2.8252	294.8	-0.10634
-197.6	-4.9541	430.4	-0.93306
-6.8358	-0.49968	430.4	-0.81449
-3.7922	-9.5199	265.2	-0.059341
-11.737	-2.5673	439.3	-0.86096
-1.639	-10.563	294.2	-0.0071
-53.671	-1.0278	353.8	-0.52929
-10.554	-1.1215	420	-0.075344
-4.7342	-7.2404	258	-0.089407
-0.62394	-9.9048	279.8	0
-4.6572	-5.9769	286	-0.082772
-1.3719	-8.5408	127.7	0
-7.482	-3.0581	374.4	-0.17735
-10.061	-5.6415	230.8	-0.18754
21.483	-2.161	434.6	-2.1931
-1.195	-7.5006	109.6	0
-1.0828	-8.6685	163.6	0
-5.2604	-4.2351	269	-0.040953
-8.1522	-2.1752	414.6	-0.17278
-11.453	-3.8245	298	-0.24945
-8.4656	-6.3056	292.2	-0.20227
-6.4996	-6.9265	207.6	-0.10814
-2.3615	-9.1768	368.6	-0.049819
5.2618	-1.1337	435.4	-4.9675
-4.1551	-8.255	297.9	-0.10348
-1.9686	-6.8307	204.4	-0.00477
-5.168	-0.28464	430.2	-1.8818
-6.8013	-8.2527	248.2	-0.13003
-8.4832	-1.1877	411.6	-0.02313
-9.5119	-2.5333	440.2	-0.59283
-10.712	-1.1106	419.5	-0.077495
-55.739	-1.8557	430.3	-0.62426
-2.53	-8.7931	127.5	0
-9.1344	-3.1009	268.6	-0.13468
-18.047	-0.97661	398	-0.24484
-1.322	-10.908	228.4	0
-8.9309	-0.83364	424.8	-0.11849
-9.9502	-4.1328	290.5	-0.22098
-6.7783	-4.8453	228.2	-0.096636
14.322	-0.36741	434.6	-2.2491
-8.2944	-0.49793	424.8	-0.58018
-15.227	-2.2181	274	-0.22404
-4.0263	-8.8766	219.4	-0.051547
14.188	-0.39577	434.6	-2.2867
-3.3622	-9.908	247.9	-0.032937
-17.413	-2.1171	270.6	-0.2525
22.22	-1.5873	393	-2.0634
-5.2532	-6.392	238.5	-0.084768
-0.84779	-0.25976	429.4	-20.013
-17.201	-0.57562	321	-0.10836
-1.9507	-10.619	314.8	-0.0207
-0.30563	-7.6242	165.4	0
-0.90009	-6.6222	131.8	0
-1.2686	-8.6491	153.8	0
-0.29802	-8.9642	185.9	0
-0.60813	-7.6768	176.6	-0.018453
-0.63051	-8.2531	147.2	0
-0.05059	-1.9349	49.7	-0.012831
-22.721	-0.95908	398	-0.31865
-10.4	-5.718	309.4	-0.24155
-0.29803	-4.0036	129.3	0
-8.9352	-1.3743	392.4	-0.030082
-3.803	-1.7425	394.8	-4.0308
-10.15	-6.2482	219.2	-0.17685
-5.1553	-9.3652	207.4	-0.04053
-10.511	-1.1274	420	-0.074873
-2.5667	-0.21501	430.6	-5.3989
-14.58	-3.9886	297	-0.2945
-0.91543	-9.8245	205.2	0
-2.0025	-7.1457	198.6	-0.00219
-3.871	-6.6112	331.4	-0.10843
20.778	-0.3619	405.4	-2.096
-6.5368	-0.31926	425	-1.3317
-9.02	-0.72876	425	-0.19864
-7.3604	-3.4864	358	-0.17704
-9.8833	-2.6168	312.2	-0.16546
-7.1457	-5.3094	305.8	-0.17881
-1.4296	-7.7153	212.7	0
-6.5741	-5.4341	302	-0.16174
-5.9944	-5.8324	208.2	-0.093178
17.886	-2.2648	434.8	-2.3297
-0.95819	-10.073	204.8	0
-55.739	-1.8557	430.3	-0.62426
-0.50972	-7.2959	138	-0.0085503
-0.62914	-6.969	115.6	0
-2.6365	-10.217	217.5	-0.0016
-5.9625	-0.3093	407.2	-1.9906
-3.1171	-7.8337	184	-0.01953
-10.346	-4.9938	322.6	-0.25265
-8.3368	-3.131	325.5	-0.16631
-13.279	-1.7152	304.8	-0.1544
-6.1076	-5.4332	261	-0.11599
-2.2142	-9.3964	230.6	-0.0107
-12.11	-3.7584	353.2	-0.29446
-28.638	-1.0285	344	-0.3509
-2.6964	-10.527	335.8	-0.026518
-8.8653	-0.85614	425	-0.10752
-4.3666	-7.6806	246.6	-0.074513
-12.994	-3.6865	268.8	-0.2523
-126.69	-3.4259	429.5	-0.85398
-2.4387	-9.5871	153	0
-6.042	-4.1122	410.5	-0.18389
