4.493303e+01	4.309723e+01	-2.326836e+00
3.946176e+01	5.301735e+01	-1.925243e+00
4.223766e+01	4.431895e+01	-4.432120e-01
7.710845e+01	4.425331e+01	-1.042938e+00
3.867460e+01	5.197126e+01	-6.714055e-01
3.972777e+01	5.456250e+01	0.000000e+00
4.436585e+01	4.766280e+01	-1.188524e+00
4.377163e+01	4.261379e+01	0.000000e+00
4.967080e+01	4.709088e+01	-1.531745e+00
4.357662e+01	3.726725e+01	0.000000e+00
4.043505e+01	5.488699e+01	0.000000e+00
5.258733e+01	3.931815e+01	-8.549717e-01
4.274585e+01	4.480561e+01	0.000000e+00
4.089599e+01	6.934630e+01	0.000000e+00
4.039089e+01	4.115726e+01	-5.487120e-01
3.825918e+01	3.992950e+01	-1.747623e+00
4.659967e+01	4.539710e+01	0.000000e+00
3.488523e+01	4.069998e+01	0.000000e+00
5.152520e+01	3.827230e+01	0.000000e+00
4.378652e+01	5.020758e+01	0.000000e+00
4.988326e+01	3.739273e+01	0.000000e+00
4.572667e+01	3.683980e+01	-1.559100e+00
6.685144e+01	4.408078e+01	-2.224733e-01
4.445027e+01	3.900300e+01	-1.137217e+00
4.307851e+01	4.686722e+01	-9.881492e-01
2.806838e+01	4.889478e+01	-1.400090e-01
4.780596e+01	4.117588e+01	-9.677158e-01
3.925526e+01	4.729100e+01	-8.277029e-01
4.437689e+01	5.167783e+01	-1.830749e+00
3.962949e+01	3.793729e+01	-1.322380e+00
4.307002e+01	5.009884e+01	-2.598386e+00
6.406834e+01	4.334527e+01	0.000000e+00
4.071531e+01	4.173214e+01	0.000000e+00
4.544242e+01	5.188729e+01	0.000000e+00
5.878664e+01	4.270839e+01	-3.575028e+00
4.127808e+01	3.117163e+01	-8.382227e-02
3.941130e+01	4.970465e+01	-9.812659e-01
4.444396e+01	5.356869e+01	0.000000e+00
5.415230e+01	5.669587e+01	-3.633387e-01
4.131721e+01	5.444475e+01	-2.913038e-01
4.273721e+01	4.450299e+01	0.000000e+00
5.996483e+01	3.667276e+01	-2.939266e+00
4.155243e+01	3.159760e+01	-2.199863e+00
4.996676e+01	4.444647e+01	-7.359609e-01
4.963255e+01	4.751730e+01	-2.485043e-01
5.085576e+01	3.433162e+01	-7.415084e-01
4.646787e+01	4.707739e+01	0.000000e+00
4.656845e+01	3.847442e+01	-1.686943e+00
5.412371e+01	5.725267e+01	-2.478185e+00
4.997936e+01	4.814137e+01	0.000000e+00
4.877470e+01	5.129687e+01	-5.590915e-01
2.831777e+01	3.873443e+01	-1.894832e+00
4.828108e+01	4.243886e+01	0.000000e+00
6.863512e+01	5.822301e+01	-1.376704e+00
5.180178e+01	4.861831e+01	-2.590638e+00
4.408854e+01	3.670783e+01	-2.708419e-01
4.699188e+01	3.714326e+01	0.000000e+00
3.679223e+01	3.890654e+01	-9.081448e-01
3.703698e+01	5.022889e+01	-8.027973e-01
4.230989e+01	4.179488e+01	-3.811671e-01
5.302951e+01	7.038281e+01	-2.686138e+00
3.779452e+01	4.813069e+01	-2.323272e+00
4.014512e+01	4.596271e+01	0.000000e+00
4.969990e+01	5.851783e+01	-5.325643e-01
3.904809e+01	3.715641e+01	-5.368722e-01
5.412895e+01	4.886582e+01	-1.478460e+00
6.879038e+01	4.440507e+01	-3.110093e-01
4.167488e+01	4.482159e+01	0.000000e+00
4.248535e+01	4.961597e+01	-1.906497e+00
5.199731e+01	4.478621e+01	0.000000e+00
3.474188e+01	4.666775e+01	0.000000e+00
3.789930e+01	4.078138e+01	0.000000e+00
3.408906e+01	3.508092e+01	-3.480573e-01
4.988210e+01	5.356959e+01	-1.334416e+00
4.026906e+01	3.655174e+01	-9.744495e-02
4.475779e+01	5.916894e+01	-2.234493e+00
3.720690e+01	4.898270e+01	-1.756921e+00
4.856416e+01	6.223524e+01	-3.868461e+00
4.106779e+01	5.250469e+01	0.000000e+00
4.805313e+01	5.112745e+01	-2.936896e-01
4.518505e+01	3.622511e+01	-1.215714e-01
5.043531e+01	5.317665e+01	0.000000e+00
4.465687e+01	6.074848e+01	-9.222881e-01
3.565579e+01	3.513870e+01	-1.159560e+00
3.522691e+01	6.700655e+01	-1.573619e+00
5.753865e+01	6.479296e+01	-2.048973e+00
5.457097e+01	4.734681e+01	0.000000e+00
3.255358e+01	5.052295e+01	-9.165458e-01
