1	0.0838950511
2	0.0443107293
3	0.0387275618
4	0.0267428289
5	0.0314398320
6	0.0293107629
7	0.0306561482
8	0.0392207755
9	0.0370923044
10	0.0353123501
11	0.0281254307
12	0.0302690263
13	0.0237717796
14	0.0232814639
15	0.0286243745
16	0.0275327184
17	0.0360484331
18	0.0320216276
19	0.0330070976
20	0.0298635307
21	0.0311942138
22	0.0300679521
23	0.0292990760
24	0.0302082596
25	0.0286036222
26	0.0289848946
27	0.0148690977
28	0.0139622822
29	0.0137387996
30	0.0135516878
31	0.0146933606
32	0.0418201363
33	0.0415972425
34	0.0416109009
35	0.0430816406
36	0.0433689142
37	0.0421107293
38	0.0425867186
39	0.0437007567
40	0.0433090393
