1	0.1639274564
2	0.0939731193
3	0.0633349704
4	0.0373281858
5	0.0378622085
6	0.1354380620
7	0.1473552537
8	0.0807661201
9	0.0781951888
10	0.1249284733
11	0.0632606207
12	0.0784025602
13	0.0681635167
14	0.0428700378
15	0.0539041273
16	0.0357332419
17	0.0338199332
18	0.0292373011
19	0.0268640279
20	0.0279139006
21	0.0305931124
22	0.0291444704
23	0.0252345256
24	0.0203927291
25	0.0423573870
26	0.0445774019
27	0.0459160730
28	0.0260442514
29	0.0362598860
30	0.0334410134
31	0.0300684250
32	0.0225860694
33	0.0148309944
34	0.0156364110
35	0.0165371480
36	0.0153047627
37	0.0160874932
38	0.0148493055
39	0.0161773017
40	0.0117429103
41	0.0122747503
42	0.0130827643
43	0.0131725157
44	0.0109523095
45	0.0128927625
46	0.0154279064
47	0.0135858781
48	0.0151410557
49	0.0134005443
50	0.0136190462
51	0.0115301701
52	0.0144595137
53	0.0147690113
54	0.0152637677
55	0.0137748182
56	0.0113158963
57	0.0131664930
58	0.0158475778
59	0.0141417274
60	0.0167770610
61	0.0165272520
62	0.0182019635
63	0.0175842563
64	0.0166486732
65	0.0139450398
66	0.0151481326
67	0.0177151964
68	0.0145263195
69	0.0546325396
70	0.0536610032
71	0.0515904656
72	0.0474157632
73	0.0389319684
74	0.0394478750
75	0.0396011704
76	0.0404048103
77	0.0405188536
78	0.0263684146
79	0.0468315493
80	0.0477237000
81	0.0210202512
82	0.0259513342
83	0.0263793764
84	0.0228858993
85	0.0288079138
86	0.0320238804
87	0.0310423226
88	0.0335128580
89	0.0151611338
90	0.0175649408
91	0.0182124027
92	0.0287388966
93	0.0280815439
94	0.0193754909
95	0.0248933701
96	0.0239196776
97	0.0172615405
98	0.0198546363
99	0.0194693905
100	0.0190731152
