1	82.0779265516
2	82.4429390882
3	82.7468399789
4	83.3097942134
5	83.3140474530
6	83.3945345716
7	83.7213488726
8	83.8024951901
9	83.8230207571
10	83.9339083325
11	84.1234505193
12	84.1864277500
13	84.3216378989
14	84.7940358300
15	84.8314983640
16	84.9150273950
17	84.9226879249
18	85.1338682306
19	85.2199686135
20	85.2223873621
21	85.2242322459
22	85.2347098500
23	85.2626743559
24	85.2628005878
25	85.3091549430
26	85.3098565895
27	85.3105649398
28	85.3156015879
29	85.3438352346
30	85.3952019742
31	85.3957407814
32	85.3963965864
33	85.3973114462
34	85.3971676814
35	85.4074620101
36	85.4083625441
37	85.4092889124
38	85.4092647127
39	85.4090178827
40	85.4092033939
41	85.4094619704
42	85.4098542493
43	85.4105104063
44	85.4105936662
45	85.4107983763
46	85.4106821872
47	85.4102980377
48	85.4105176589
49	85.4107921740
50	85.4109413501
51	85.4108947996
52	85.4112494085
53	85.4113869928
54	85.4108409186
55	85.4187003940
56	85.4192095398
57	85.4191982374
58	85.4188705412
59	85.4180907146
60	85.4182949783
61	85.4184603669
62	85.4189877641
63	85.4187675002
64	85.4194887771
65	85.4196145072
66	85.4199390573
67	85.4204684939
68	85.4205135260
69	85.4204542362
70	85.4203113845
71	85.4206117190
72	85.4206539797
73	85.4212795557
74	85.4214820454
75	85.4215687745
76	85.4212913317
77	85.4217368723
78	85.4216413814
79	85.4217831736
80	85.4221670885
81	85.4221961469
82	85.4221669904
83	85.4234817354
84	85.4232453412
85	85.4234731641
86	85.4234652120
87	85.4228241848
88	85.4227771929
89	85.4235002233
90	85.4237958581
91	85.4243211497
92	85.4243538787
93	85.4246249816
94	85.4245630411
95	85.4243616681
96	85.4245720734
97	85.4250648804
98	85.4249043429
99	85.4241736797
100	85.4239861663
