1	0.0563447129
2	0.0422835254
3	0.0288696665
4	0.0253828126
5	0.0213542326
6	0.0196651801
7	0.0171682246
8	0.0266701954
9	0.0212313361
10	0.0210118900
11	0.0178782322
12	0.0132462147
13	0.0101517901
14	0.0249611649
15	0.0356172730
16	0.0286504347
17	0.0119652353
18	0.0145226133
19	0.0182593957
20	0.0175326234
21	0.0134266261
22	0.0126866639
23	0.0132116679
24	0.0124070484
25	0.0082953553
26	0.0079042381
27	0.0102067676
28	0.0125410684
29	0.0101311762
30	0.0104490038
31	0.0107690584
32	0.0119173345
33	0.0124182212
34	0.0138217079
35	0.0115072804
36	0.0225690667
37	0.0121652049
38	0.0106602887
39	0.0146389002
40	0.0110502609
41	0.0150310151
42	0.0186831730
43	0.0216393636
44	0.0097354178
45	0.0195830114
46	0.0335400265
47	0.0138205285
48	0.0143035820
49	0.0110126897
50	0.0101620216
