1	0.0776570029
2	0.0383362791
3	0.0219678853
4	0.0225405214
5	0.0263567157
6	0.0186091355
7	0.0185088826
8	0.0192386455
9	0.0151919760
10	0.0184381010
11	0.0147383846
12	0.0119745175
13	0.0143125397
14	0.0129507553
15	0.0170743259
16	0.0132428714
17	0.0198098190
18	0.0133768813
19	0.0098353700
20	0.0098999870
21	0.0115925373
22	0.0091371602
23	0.0174990343
24	0.0138532198
25	0.0117996018
26	0.0160233291
27	0.0145430087
28	0.0095227907
29	0.0084024360
30	0.0073863426
31	0.0130529370
32	0.0110033825
33	0.0100423838
34	0.0119123048
35	0.0120993766
36	0.0108188807
37	0.0101597156
38	0.0091112445
39	0.0091499408
40	0.0300105548
41	0.0305113226
42	0.0103394178
43	0.0061234719
44	0.0084574787
45	0.0354388607
46	0.0095055655
47	0.0224014668
48	0.0243232846
49	0.0422063890
50	0.0122543626
